1,16
4,6
7,6
10,12
13,46
14,8
15,4
16,96
17,4
19,69
20,2
21,30
23,12
27,2
29,4
30,2
32,12
35,7
41,28
42,2
46,6
48,4
52,4
54,16
58,6
60,13
69,14
74,2
78,2
79,14
81,2
84,4
86,2
90,8
92,4
95,2
96,16
98,6
102,8
109,2
111,2
114,5
116,8
118,12
120,16
121,2
124,2
127,8
129,40
133,14
142,4
147,2
