@RELATION dummy1

@ATTRIBUTE id numeric
@ATTRIBUTE created numeric
@ATTRIBUTE downvotes numeric
@ATTRIBUTE upvotes numeric
@ATTRIBUTE latitude numeric
@ATTRIBUTE longitude numeric
@ATTRIBUTE pokemonId numeric
@ATTRIBUTE trainerName numeric
@ATTRIBUTE userId numeric
@ATTRIBUTE deviceId numeric
@ATTRIBUTE class {+1,-1}

@DATA
5.452054465971964e+76,1470888125,0,1,50.0909115746,14.4177649265,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
5.256698956825505e+76,1470887846,0,1,46.0760258939,18.2281868835,41,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.6473800988443028e+76,1470887909,0,1,47.481286623,19.0847565637,7,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
7.698817346046455e+76,1470888215,0,1,47.4930776444,19.0527359304,120,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
3.6440643906405265e+76,1470887891,0,1,49.2249181792,14.4151772401,96,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
3.576409345215451e+76,1470888189,0,1,46.0499250212,14.5056859983,129,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
8.000241018037662e+76,1470887821,0,1,45.4342223592,12.3361350849,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
6.436205324987342e+76,1470888513,0,1,46.0498073334,14.5054200409,129,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.1025127545040689e+77,1470887878,0,1,48.1854584976,16.3116809022,102,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
3.881209960867011e+76,1470888072,0,1,45.4345760911,12.3335820747,86,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
2.427212501085393e+76,1470888126,0,1,45.4345476067,12.3358905333,30,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.0804895006249143e+77,1470887959,0,1,45.433898842,12.3384112577,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.1231878620043822e+77,1470888265,0,1,45.4324293785,12.3327399449,90,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.8301606552061785e+76,1470887910,0,1,45.7986530846,15.9626539822,96,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
2.897131277462205e+76,1470887840,0,1,49.2253727767,14.4154135054,13,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
6.094228445795854e+76,1470888135,0,1,49.225052118,14.416029743,96,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
3.226804062713278e+76,1470888403,0,1,47.7736781097,13.0698740661,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.1021591460406066e+77,1470887842,0,1,46.0664407434,14.5179332473,10,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
3.352486605138875e+76,1470887854,0,1,50.0972924836,14.424997662,15,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
