@RELATION dummy4

@ATTRIBUTE id numeric
@ATTRIBUTE created numeric
@ATTRIBUTE downvotes numeric
@ATTRIBUTE upvotes numeric
@ATTRIBUTE latitude numeric
@ATTRIBUTE longitude numeric
@ATTRIBUTE pokemonId numeric
@ATTRIBUTE trainerName numeric
@ATTRIBUTE userId numeric
@ATTRIBUTE deviceId numeric
@ATTRIBUTE class {+1,-1}

@DATA
2.4633060938483842e+76,1470887794,0,1,48.8599625148,2.3444599072,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
3.677326219118217e+76,1470888281,0,1,49.4433547853,1.0889757338,41,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
3.832744271594746e+76,1470887821,0,1,49.4581679422,1.0680884516,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.041811579665556e+77,1470887939,0,1,49.9079633954,2.2843097337,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
2.1970102177461334e+76,1470887845,0,1,48.8576195268,2.3045003578,13,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
2.791914472843919e+76,1470888013,0,1,48.8934790054,2.3870814382,1,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.0121532597553988e+77,1470887892,0,1,48.8738880427,2.3753208281,118,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
2.306711466796561e+76,1470887910,0,1,50.0819716079,8.2393966012,21,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.0690620899545295e+77,1470888144,0,1,48.8232509353,2.3398497592,129,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.5450062646318062e+76,1470888449,0,1,48.8600321222,2.3603652858,46,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
4.984334680349377e+76,1470888108,0,1,48.8334732256,2.3436761691,69,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.0100135772574618e+77,1470888127,0,1,48.851422425,2.3466518897,13,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
2.7312010770523498e+76,1470888478,0,1,48.8558093231,2.3475416702,54,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
8.54136007551056e+76,1470888298,0,1,48.8396414928,2.3497153905,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
8.729689131663219e+76,1470888162,0,1,48.8637027026,2.3345806904,60,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
7.762373379462777e+76,1470887941,0,1,48.9320331219,2.3655711798,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
4.6292696068199164e+76,1470888321,0,1,48.8469955692,2.3361028717,32,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
2.1073137861461802e+76,1470888276,0,1,48.8616305028,2.3359030522,23,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
5.6327413896136575e+76,1470888635,0,1,48.84777723,2.336342782,120,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
5.7211789569281114e+76,1470888474,0,1,48.8571761259,2.3422098713,129,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
8.921436887583705e+76,1470888388,0,1,48.8402428292,2.3510819063,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.1353957923168152e+77,1470888061,0,1,48.8493880853,2.3499958083,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
5.168719636692057e+76,1470888421,0,1,48.8702272615,2.2636697615,147,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
8.057793502288217e+76,1470888362,0,1,48.8802388902,2.2667499383,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
6.704247914081618e+76,1470887784,0,1,48.8377256372,2.4900271014,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
4.648957873974187e+76,1470888235,0,1,45.4711794753,9.1747866891,84,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
3.552996092415286e+76,1470888182,0,1,45.4706239041,9.1761538158,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.3704543595403011e+76,1470888079,0,1,49.1733217008,2.4088964282,13,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
5.1953254546703875e+76,1470888038,0,1,48.8573087104,2.2964032411,60,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
5.230337232869105e+76,1470888178,0,1,48.8568270462,2.2968906329,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
7.99601042027566e+76,1470888078,0,1,48.8575932639,2.2979177232,13,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
6.739635101000867e+76,1470887869,0,1,48.8643683844,2.3132116388,69,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.0142772960999943e+77,1470888115,0,1,48.8457488853,2.6146193221,21,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
7.244030845282264e+76,1470887813,0,1,48.8527230482,2.487556279,41,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.1158394846328486e+77,1470887864,0,1,48.8398502842,2.3510493812,120,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.8437220220786574e+76,1470887990,0,1,48.8447318883,2.3430261961,102,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
8.525274826971529e+76,1470887803,0,1,48.8458453375,2.3424158743,23,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
9.813914454657214e+76,1470887934,0,1,48.8531215996,2.3520614637,129,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
4.298350074114829e+75,1470888147,0,1,48.8501891671,2.3454084661,48,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
4.925376452960871e+76,1470887857,0,1,48.9715771317,2.1942899353,32,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
9.88828528125729e+76,1470888141,0,1,48.8769658956,2.3206503929,129,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
6.523370910691592e+76,1470887783,0,1,49.2575007231,4.0248492721,96,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
7.380818378723434e+76,1470887884,0,1,48.8915330057,2.2926756597,111,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
2.0935333153767572e+76,1470887801,0,1,48.9010218432,2.3063588923,1,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
2.4145702989853192e+76,1470887865,0,1,48.8406303784,2.2847089035,13,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.8364160659367392e+76,1470887794,0,1,48.8536566822,2.286196504,79,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
4.772806277680807e+76,1470887925,0,1,49.4789148177,8.4610944493,79,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.7180544441825126e+76,1470888260,0,1,48.8922608191,2.3926994755,41,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
9.503542468900787e+76,1470887806,0,1,50.0811459124,8.2453097077,58,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
1.1343297417222315e+77,1470887817,0,1,48.9059564697,2.3350702067,127,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
5.0001361889320996e+76,1470887865,0,1,48.9014291651,2.3448108292,16,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
6.402858132658988e+76,1470887792,0,1,48.8649697051,2.3497053506,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.0705124366782228e+77,1470888284,0,1,48.8670958013,2.3534838081,54,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,+1
1.228499608078939e+76,1470887908,0,1,48.8671769917,2.3378529525,19,6.417980295479922e+76,1.8848692182996382e+76,2.8436019586910732e+76,-1
