@RELATION apiData

@ATTRIBUTE _id string
@ATTRIBUTE source string
@ATTRIBUTE latitude numeric
@ATTRIBUTE longitude numeric
@ATTRIBUTE appearedOn string
@ATTRIBUTE __v numeric
@ATTRIBUTE class {122, 99, 97, 73, 143, 117, 18, 138, 33, 147, 22, 30, 114, 85, 49, 95, 121, 127, 123, 137, 61, 5, 9, 78, 103, 119, 140, 8, 142, 15, 59, 133, 58, 20, 13, 111, 19, 21, 41, 46, 72, 16, 74, 129, 98, 4, 10, 17, 60, 54, 63, 120, 50, 48, 69, 75, 29, 43, 118, 23, 1, 14, 92, 100, 7, 116, 11, 81, 102, 90, 32, 53, 27, 42, 47, 77, 56, 131, 149, 25, 79, 52, 128, 104, 84, 57, 35, 86, 39, 44, 34, 24, 96, 124, 109, 55, 66, 31, 6, 88, 26, 126, 37, 113, 130, 65, 83, 148, 106, 70, 94, 87, 28, 3, 110, 76, 135, 112, 82, 141, 40, 108, 12}

@DATA
57c92fac691d56d302ad09c1,POKERADAR,-157.840445009645,21.2860037738025,1472801988000,0,54
57c92fac691d56d302ad09c2,POKERADAR,-157.895867718845,21.3457170173834,1472802295000,0,16
57c92fac691d56d302ad09c3,POKERADAR,-157.932754833615,21.3777670461863,1472802262000,0,129
57c92fac691d56d302ad09c4,POKERADAR,-157.839792986227,21.2968392664341,1472802072000,0,46
57c92fac691d56d302ad09c5,POKERADAR,-157.857397689249,21.3049040795905,1472802550000,0,19
57c92fac691d56d302ad09c6,POKERADAR,-157.866154,21.301175,1472801996000,0,129
57c92fac691d56d302ad09c7,POKERADAR,-157.860751,21.300255,1472801992000,0,63
57c92fac691d56d302ad09c9,POKERADAR,-157.857211,21.291661,1472802139000,0,129
57c92fac691d56d302ad09cb,POKERADAR,-157.863359,21.310924,1472802094000,0,41
57c92fac691d56d302ad09ca,POKERADAR,-157.857398,21.304904,1472802550000,0,19
57c92fac691d56d302ad09c8,POKERADAR,-157.825727959647,21.2788658338864,1472802578000,0,16
57c92fac691d56d302ad09cc,POKERADAR,-157.857118,21.291648,1472802093000,0,54
57c92fac691d56d302ad09cd,POKERADAR,-157.826566269787,21.2774836640432,1472802415000,0,120
57c92fac691d56d302ad09d0,POKERADAR,-157.856,21.305945,1472802067000,0,46
57c92fac691d56d302ad09ce,POKERADAR,-157.860658,21.314782,1472802062000,0,133
57c92fac691d56d302ad09d1,POKERADAR,-157.855814,21.307065,1472802251000,0,15
57c92fac691d56d302ad09cf,POKERADAR,-157.856559,21.310252,1472802550000,0,10
57c92fac691d56d302ad09d2,POKERADAR,-157.876959,21.333066,1472801946000,0,10
57c92fac691d56d302ad09d3,POKERADAR,-157.85479,21.296086,1472801886000,0,19
57c92fac691d56d302ad09d4,POKERADAR,-157.852461,21.292593,1472802254000,0,19
57c92fac691d56d302ad09d5,POKERADAR,-157.85479,21.321639,1472802550000,0,50
57c92fac691d56d302ad09d6,POKERADAR,-157.835788,21.303512,1472802108000,0,48
57c92fac691d56d302ad09d7,POKERADAR,-157.843612,21.291198,1472802472000,0,21
57c92fac691d56d302ad09d8,POKERADAR,-157.829361,21.278045,1472802256000,0,41
57c92fac691d56d302ad09d9,POKERADAR,-157.837371,21.290602,1472802107000,0,129
57c92fac691d56d302ad09da,POKERADAR,-157.841656,21.291017,1472801956000,0,16
57c92fac691d56d302ad09db,POKERADAR,-157.840818,21.286319,1472801978000,0,129
57c92fac691d56d302ad09dc,POKERADAR,-157.840166,21.281119,1472801938000,0,54
57c92fac691d56d302ad09dd,POKERADAR,-157.840445,21.286004,1472801988000,0,54
57c92fac691d56d302ad09de,POKERADAR,-157.822934,21.273459,1472801926000,0,16
57c92fac691d56d302ad09df,POKERADAR,-157.829174,21.280486,1472802492000,0,16
57c92fac691d56d302ad09e0,POKERADAR,-157.822468,21.274628,1472801844000,0,19
57c92fac691d56d302ad09e1,POKERADAR,-157.821443,21.27343,1472802212000,0,19
57c92fac691d56d302ad09e2,POKERADAR,-157.860237,21.29853,1472801848000,0,16
57c92fac691d56d302ad09e3,POKERADAR,-157.847896720253,21.2884399391613,1472802223000,0,129
57c92fac691d56d302ad09e4,POKERADAR,-157.820516,21.271227,1472801897000,0,69
57c92fac691d56d302ad09e5,POKERADAR,-157.815948,21.38817,1472802670000,0,16
57c92fac691d56d302ad09e6,POKERADAR,-157.809614,21.391082,1472802127000,0,48
57c92fac691d56d302ad09e7,POKERADAR,-157.838023,21.294481,1472802097000,0,133
57c92fac691d56d302ad09e8,POKERADAR,-157.836812,21.291494,1472801967000,0,75
57c92fac691d56d302ad09e9,POKERADAR,-157.835974,21.280278,1472802397000,0,29
57c92fac691d56d302ad09ea,POKERADAR,-157.818276,21.271672,1472802295000,0,43
57c92fac691d56d302ad09eb,POKERADAR,-157.832061867007,21.2786814509312,1472801839000,0,4
57c92fac691d56d302ad09ec,POKERADAR,-157.825262231941,21.2773920452633,1472801872000,0,21
57c92fac691d56d302ad09ed,POKERADAR,-157.833179617396,21.2773376931218,1472801840000,0,118
57c92fac691d56d302ad09ee,POKERADAR,-157.870810893017,21.3165327467518,1472801932000,0,16
57c92fac691d56d302ad09ef,POKERADAR,-157.807192080263,21.3887198119158,1472801958000,0,10
57c92fac691d56d302ad09f1,POKERADAR,-157.821816,21.314536,1472801859000,0,23
57c92fac691d56d302ad09f0,POKERADAR,-157.848828,21.289802,1472801881000,0,147
57c92fac691d56d302ad09f2,POKERADAR,-157.802721,21.270056,1472801960000,0,98
57c92fac691d56d302ad09f3,POKERADAR,-157.855721044598,21.3055542781264,1472801967000,0,16
57c92fac691d56d302ad09f4,POKERADAR,-157.858329159062,21.2997453896921,1472801929000,0,10
57c92fac691d56d302ad09f5,POKERADAR,-157.855721,21.305554,1472801967000,0,16
57c92fac691d56d302ad09f6,POKERADAR,-157.783067756006,21.3067158123284,1472801986000,0,118
57c92fac691d56d302ad09f7,POKERADAR,-157.832807033865,21.2831011918445,1472801960000,0,19
57c92fac691d56d302ad09f8,POKERADAR,-157.849108,21.290633,1472801983000,0,1
57c92fac691d56d302ad09fa,POKERADAR,-157.840165571012,21.2811193911108,1472801938000,0,54
57c92fac691d56d302ad09f9,POKERADAR,-157.84165591082,21.2910165284405,1472801956000,0,16
57c92fac691d56d302ad09fb,POKERADAR,-157.822933595013,21.2734590473613,1472801926000,0,16
57c92fac691d56d302ad09fc,POKERADAR,-157.820791251407,21.2714018324722,1472802093000,0,13
57c92fac691d56d302ad09fd,POKERADAR,-157.922880955251,21.3675048864254,1472801984000,0,10
57c92fac691d56d302ad09fe,POKERADAR,-157.860750982455,21.3002551180275,1472801992000,0,63
57c92fac691d56d302ad09ff,POKERADAR,-157.85954007042,21.3089882143416,1472801985000,0,118
57c92fac691d56d302ad0a00,POKERADAR,-157.836346580119,21.2809457446173,1472802062000,0,138
57c92fac691d56d302ad0a01,POKERADAR,-157.822467867949,21.2746282386204,1472801844000,0,19
57c92fac691d56d302ad0a02,POKERADAR,-157.866432963305,21.2949571375441,1472802178000,0,118
57c92fac691d56d302ad0a03,POKERADAR,-157.80961384365,21.3910815832341,1472802127000,0,48
57c92fac691d56d302ad0a04,POKERADAR,-157.897730690811,21.3673910296692,1472801868000,0,14
57c92fac691d56d302ad0a06,POKERADAR,-157.832248158696,21.2775617784767,1472802111000,0,129
57c92fac691d56d302ad0a07,POKERADAR,-157.830385242562,21.276864594999,1472802156000,0,129
57c92fac691d56d302ad0a05,POKERADAR,-157.832061867007,21.2789457600284,1472802007000,0,19
57c92fac691d56d302ad0a09,POKERADAR,-157.84528861854,21.3060552179414,1472802007000,0,16
57c92fac691d56d302ad0a08,POKERADAR,-157.860192099893,21.3064344985083,1472801988000,0,16
57c92fac691d56d302ad0a0a,POKERADAR,-157.825634814097,21.2806149998456,1472801947000,0,19
57c92fac691d56d302ad0a0b,POKERADAR,-157.857863424105,21.3071711455516,1472802036000,0,54
57c92fac691d56d302ad0a0c,POKERADAR,-157.863359102976,21.3109241537695,1472802094000,0,41
57c92fac691d56d302ad0a0d,POKERADAR,-157.821443268785,21.2734298440265,1472802212000,0,19
57c92fac691d56d302ad0a0e,POKERADAR,-157.827684017177,21.2787830134971,1472802195000,0,92
57c92fac691d56d302ad0a0f,POKERADAR,-157.85246090597,21.292592994399,1472802254000,0,19
57c92fac691d56d302ad0a10,POKERADAR,-157.876679195345,21.3328510158744,1472801906000,0,1
57c92fac691d56d302ad0a11,POKERADAR,-157.828988056573,21.2774649934958,1472802269000,0,100
57c92fac691d56d302ad0a12,POKERADAR,-157.914404355304,21.3588457297864,1472801877000,0,133
57c92fac691d56d302ad0a13,POKERADAR,-157.861496159428,21.2991240759736,1472801832000,0,23
57c92fac691d56d302ad0a14,POKERADAR,-157.785955207386,21.2777833384099,1472802171000,0,120
57c92fac691d56d302ad0a16,POKERADAR,-157.834297368391,21.277315470308,1472802180000,0,19
57c92fac691d56d302ad0a15,POKERADAR,-157.784185478598,21.27797934607,1472801948000,0,133
57c92fac691d56d302ad0a17,POKERADAR,-157.870997188091,21.3162059090508,1472802210000,0,18
57c92fac691d56d302ad0a18,POKERADAR,-157.857118248383,21.2916482329432,1472802093000,0,54
57c92fac691d56d302ad0a19,POKERADAR,-157.837371186743,21.2906023349709,1472802107000,0,129
57c92fac691d56d302ad0a1a,POKERADAR,-157.824051340404,21.2744059794097,1472802151000,0,133
57c92fac691d56d302ad0a1b,POKERADAR,-157.838768378409,21.2842749783902,1472802138000,0,17
57c92fac691d56d302ad0a1c,POKERADAR,-157.843053105353,21.2909447013585,1472802446000,0,21
57c92fac691d56d302ad0a1d,POKERADAR,-157.847151548007,21.2848128939791,1472801842000,0,54
57c92fac691d56d302ad0a1e,POKERADAR,-157.840258717219,21.2975202104908,1472802164000,0,19
57c92fac691d56d302ad0a20,POKERADAR,-157.7978776336,21.3919220655408,1472801865000,0,16
57c92fac691d56d302ad0a1f,POKERADAR,-157.801789695779,21.3914071067748,1472802149000,0,20
57c92fac691d56d302ad0a22,POKERADAR,-157.84472974002,21.286858318728,1472802343000,0,16
57c92fac691d56d302ad0a21,POKERADAR,-157.910305790108,21.359515592594,1472802307000,0,129
57c92fac691d56d302ad0a23,POKERADAR,-157.854137548074,21.3199632753254,1472802238000,0,129
57c92fac691d56d302ad0a24,POKERADAR,-157.866433,21.295486,1472802041000,0,19
57c92fac691d56d302ad0a25,POKERADAR,-157.861496,21.299124,1472801832000,0,23
57c92fac691d56d302ad0a26,POKERADAR,-157.864197,21.294121,1472801923000,0,119
57c92fac691d56d302ad0a27,POKERADAR,-157.857025,21.29516,1472801931000,0,19
57c92fac691d56d302ad0a28,POKERADAR,-157.876027,21.334436,1472802236000,0,7
57c92fac691d56d302ad0a29,POKERADAR,-157.854976,21.304747,1472801993000,0,116
57c92fac691d56d302ad0a2a,POKERADAR,-157.824889649853,21.2798955885658,1472802515000,0,133
57c92fac691d56d302ad0a2b,POKERADAR,-157.847245,21.289055,1472801864000,0,60
57c92fac691d56d302ad0a2c,POKERADAR,-157.845475,21.287578,1472802130000,0,29
57c92fac691d56d302ad0a2d,POKERADAR,-157.856094,21.305517,1472802283000,0,21
57c92fac691d56d302ad0a2e,POKERADAR,-157.855348,21.308939,1472801951000,0,1
57c92fac691d56d302ad0a2f,POKERADAR,-157.887671,21.333748,1472802160000,0,10
57c92fac691d56d302ad0a30,POKERADAR,-157.833925,21.277969,1472802296000,0,7
57c92fac691d56d302ad0a31,POKERADAR,-157.834111,21.278347,1472802547000,0,50
57c92fac691d56d302ad0a32,POKERADAR,-157.828988,21.277465,1472802269000,0,100
57c92fac691d56d302ad0a33,POKERADAR,-157.832062,21.278946,1472802007000,0,19
57c92fac691d56d302ad0a34,POKERADAR,-157.830385,21.276865,1472802156000,0,129
57c92fac691d56d302ad0a35,POKERADAR,-157.838768,21.284275,1472802138000,0,17
57c92fac691d56d302ad0a36,POKERADAR,-157.837837,21.284147,1472802274000,0,19
57c92fac691d56d302ad0a37,POKERADAR,-157.836347,21.280946,1472802062000,0,138
57c92fac691d56d302ad0a38,POKERADAR,-157.83616,21.28092,1472802203000,0,41
57c92fac691d56d302ad0a39,POKERADAR,-157.840352,21.28652,1472802409000,0,16
57c92fac691d56d302ad0a3a,POKERADAR,-157.861073,21.297861,1472801854000,0,41
57c92fac691d56d302ad0a3b,POKERADAR,-157.840259,21.29752,1472802164000,0,19
57c92fac691d56d302ad0a3d,POKERADAR,-157.843985,21.29028,1472801968000,0,41
57c92fac691d56d302ad0a3c,POKERADAR,-157.844078,21.290469,1472802031000,0,16
57c92fac691d56d302ad0a3e,POKERADAR,-157.841749,21.295787,1472802245000,0,19
57c92fac691d56d302ad0a3f,POKERADAR,-157.824703,21.274408,1472802166000,0,54
57c92fac691d56d302ad0a40,POKERADAR,-157.823492,21.274858,1472802036000,0,120
57c92fac691d56d302ad0a41,POKERADAR,-157.823492,21.271157,1472802038000,0,129
57c92fac691d56d302ad0a42,POKERADAR,-157.824703,21.274408,1472802102000,0,54
57c92fac691d56d302ad0a43,POKERADAR,-157.824051,21.274406,1472802151000,0,133
57c92fac691d56d302ad0a44,POKERADAR,-157.855627897712,21.3092423037369,1472802519000,0,41
57c92fac691d56d302ad0a45,POKERADAR,-157.856466219837,21.305833163016,1472802307000,0,46
57c92fac691d56d302ad0a46,POKERADAR,-157.835973996017,21.2802776810975,1472802397000,0,29
57c92fac691d56d302ad0a47,POKERADAR,-157.975045267477,21.3989232888406,1472802456000,0,11
57c92fac691d56d302ad0a48,POKERADAR,-157.899593664261,21.3633288972094,1472802504000,0,41
57c92fac691d56d302ad0a49,POKERADAR,-157.831539,21.278395,1472801865000,0,81
57c92fac691d56d302ad0a4a,POKERADAR,-157.837278040666,21.2824837530952,1472802210000,0,19
57c92fac691d56d302ad0a4b,POKERADAR,-157.831037263017,21.2802142258212,1472802685000,0,102
57c92fac691d56d302ad0a4c,POKERADAR,-157.831014,21.279297,1472801899000,0,98
57c92fac691d56d302ad0a4d,POKERADAR,-157.809707,21.387042,1472801845000,0,29
57c92fac691d56d302ad0a4e,POKERADAR,-157.809986,21.387081,1472801843000,0,4
57c92fac691d56d302ad0a4f,POKERADAR,-157.857397689249,21.2942420536246,1472801949000,0,90
57c92fac691d56d302ad0a50,POKERADAR,-157.847897,21.28844,1472802223000,0,129
57c92fac691d56d302ad0a51,POKERADAR,-157.838675,21.296509,1472802076000,0,48
57c92fac691d56d302ad0a52,POKERADAR,-157.829174347983,21.2798694100449,1472802618000,0,69
57c92fac691d56d302ad0a53,POKERADAR,-157.829174,21.279869,1472802618000,0,69
57c92fac691d56d302ad0a56,POKERADAR,-157.870811,21.316268,1472801984000,0,16
57c92fac691d56d302ad0a55,POKERADAR,-157.833552200993,21.2782700586867,1472801880000,0,98
57c92fac691d56d302ad0a54,POKERADAR,-157.821815850239,21.3145355438748,1472801859000,0,23
57c92fac691d56d302ad0a57,POKERADAR,-157.83318,21.277338,1472801840000,0,118
57c92fac691d56d302ad0a58,POKERADAR,-157.858329,21.299745,1472801929000,0,10
57c92fac691d56d302ad0a59,POKERADAR,-157.832807,21.283101,1472801960000,0,19
57c92fac691d56d302ad0a5a,POKERADAR,-157.816134,21.297541,1472802029000,0,60
57c92fac691d56d302ad0a5b,POKERADAR,-157.840072,21.284102,1472802072000,0,54
57c92fac691d56d302ad0a5c,POKERADAR,-157.84007242481,21.2841021964611,1472802072000,0,54
57c92fac691d56d302ad0a5d,POKERADAR,-157.864197428092,21.2941207334805,1472801923000,0,119
57c92fac691d56d302ad0a60,POKERADAR,-157.854789575913,21.2960857859548,1472801886000,0,19
57c92fac691d56d302ad0a5f,POKERADAR,-157.824703358834,21.274407736102,1472802102000,0,54
57c92fac691d56d302ad0a5e,POKERADAR,-157.854975869618,21.3047467000596,1472801993000,0,116
57c92fac691d56d302ad0a61,POKERADAR,-157.866153521279,21.3011751807839,1472801996000,0,129
57c92fac691d56d302ad0a62,POKERADAR,-157.832807033865,21.2783436026554,1472802171000,0,32
57c92fac691d56d302ad0a63,POKERADAR,-157.861403012292,21.298318191916,1472802120000,0,41
57c92fac691d56d302ad0a64,POKERADAR,-157.84528861854,21.3061433288414,1472802221000,0,53
57c92fac691d56d302ad0a65,POKERADAR,-157.86103042379,21.2960639578917,1472802154000,0,129
57c92fac691d56d302ad0a66,POKERADAR,-157.860471541156,21.3171352813845,1472802203000,0,48
57c92fac691d56d302ad0a67,POKERADAR,-157.818742055306,21.263719316442,1472801920000,0,27
57c92fac691d56d302ad0a68,POKERADAR,-157.808496106332,21.3870503599378,1472802063000,0,4
57c92fac691d56d302ad0a69,POKERADAR,-157.833831638736,21.2779561411882,1472802249000,0,90
57c92fac691d56d302ad0a6a,POKERADAR,-157.877796968965,21.3337981401572,1472801913000,0,118
57c92fac691d56d302ad0a6b,POKERADAR,-157.887670659974,21.3337478752839,1472802160000,0,10
57c92fac691d56d302ad0a6c,POKERADAR,-157.785489489124,21.2774547791132,1472802058000,0,42
57c92fac691d56d302ad0a6d,POKERADAR,-157.854416988552,21.2927742482533,1472801951000,0,47
57c92fac691d56d302ad0a6e,POKERADAR,-157.857211395334,21.2916610570997,1472802139000,0,129
57c92fac691d56d302ad0a6f,POKERADAR,-157.829826368052,21.2782853231994,1472802331000,0,92
57c92fac691d56d302ad0a71,POKERADAR,-157.824703358834,21.274407736102,1472802166000,0,54
57c92fac691d56d302ad0a72,POKERADAR,-157.829640076583,21.2776429399573,1472802322000,0,10
57c92fac691d56d302ad0a70,POKERADAR,-157.82936063941,21.2780449440239,1472802256000,0,41
57c92fac691d56d302ad0a73,POKERADAR,-157.854975869618,21.3087118892299,1472802340000,0,133
57c92fac691d56d302ad0a74,POKERADAR,-157.855814191489,21.3070650762479,1472802251000,0,15
57c92fac691d56d302ad0a75,POKERADAR,-157.829919513793,21.2798839956838,1472802350000,0,16
57c92fac691d56d302ad0a76,POKERADAR,-157.840817594548,21.2863194239777,1472801978000,0,129
57c92fac691d56d302ad0a77,POKERADAR,-157.841003887023,21.2866094105766,1472802271000,0,54
57c92fac691d56d302ad0a78,POKERADAR,-157.833924784658,21.2779689734561,1472802296000,0,7
